input,target,prediction,target_length,levenshtein
[NH][C@@H]1Oc2c(N1)onc2,N=C1NC2=C(O1)C=NO2,N=C1NC2=C(O1)C=N2,18,1
[NH][C@@H]1N[C@H]2C(=N[N]N2)O1,N=C1NC2=C(O1)N=NN2,N=C1NC2=C(N1)N=NO2,18,2
[N][N][C]1O[C](NC1=O)[NH],N=C1NC2=C(O1)N=NO2,N=C1ON=C2C1N=N2,18,7
[NH][C@@H]1Nc2c(O1)onc2,N=C1NC2=C(ON=C2)O1,N=C1NC2=C(O1)C=N2,18,6
[N][N][C]1N[C](OC1=O)[NH],N=C1NC2=C(ON=N2)O1,N=C1ON=C2C1N=N2,18,8
[NH][C@H]1NC=NN1CC#C,N=C1NC=NN1CC#C,N=C1NN=CN1CC#C,14,2
[NH][C@H]1NC=NN1CC#N,N=C1NC=NN1CC#N,N=C1NN=CN1C#C,14,4
[N][N]C1=C([NH])NCC1=O,N=C1NCC2=C1N=NO2,N=C1N=C2N=C(C=N1)N=O2,16,8
[NH][C@H]1NC(=NN1)OC=O,N=C1NN=C(N1)OC=O,N=C1N=NOC(=N)N1C=O,16,6
[NH][C@@H]1NN=C(O1)NC=O,N=C1NN=C(NC=O)O1,N=C1N=NOC(=N)N1,16,6
[NH]C1NC(CNN1)C#N,N=C1NN=CC(=N1)C#N,N=C1NNN=C(C#N)C1C#N,17,7
[NH]C1NC(CNN1)C=O,N=C1NN=CC(C=O)=N1,NC1=NNC(=N)C(C)=N1,17,8
C#CC1=C([NH])NN=CC1,N=C1NN=CC=C1C#C,N=C1N=C(C=N1)C#C,15,4
[NH][C@@H]1NN=CN1CC#N,N=C1NN=CN1CC#N,N=C1NN=CN1C#C,14,2
[NH][C@@H]1NN=NN1C1CC1,N=C1NN=NN1C1CC1,N=C1NN=CN1CC1C=N,15,4
[NH][C@H]1NN=NN1CC#C,N=C1NN=NN1CC#C,N=C1NN=CN1C#C,14,2
[NH][C@H]1NN=NN1CC#N,N=C1NN=NN1CC#N,N=C1NN=NNN1C#C,14,3
[NH][C@@H]1NN=NN1CC=O,N=C1NN=NN1CC=O,N=C1NN=NNC1=N,14,3
[NH][C@@H]1Oc2c(O1)cn[nH]2,N=C1OC2=C(O1)C=NN2,N=C1NC2=C(O1)C=N2,18,2
[NH][C@@H]1Oc2c(O1)cno2,N=C1OC2=C(O1)C=NO2,N=C1OC2=C(O1)C=NO2,18,0
[N][N][C]1O[C](OC1=O)[NH],N=C1OC2=C(O1)N=NO2,N=C1ON=C2O12,18,8
[NH][C@H]1OC=NN1C1CC1,N=C1OC=NN1C1CC1,N=C1NN=CN1C1CC1C1C1C1C1C1C=O,15,16
[NH][C@H]1OC=NN1CC#C,N=C1OC=NN1CC#C,N=C1N=COC=C1C#N,14,7
[NH][C@H]1OC=NN1CC#N,N=C1OC=NN1CC#N,N=C1NN=CO1C#C,14,6
[NH][C@@H]1OC=NN1CC=O,N=C1OC=NN1CC=O,N=C1N=C(O)N=C1CO,14,8
[N][N]C1=C([NH])OCC1=O,N=C1OCC2=C1N=NO2,N=C1ON=C2C(O1)C=N2,16,8
[NH][C@@H]1OC(=NO1)CC#C,N=C1ON=C(CC#C)O1,N=C1OC(=N1)C#C,16,8
[NH][C@H]1OC(=NO1)CC#N,N=C1ON=C(CC#N)O1,N=C1ON=C(O1)C#N,16,6
[NH][C@H]1OC(=NO1)CC=O,N=C1ON=C(CC=O)O1,N=C1OC=C(O1)N=CO,16,8
[NH][C@@H]1OC(=NO1)NC=O,N=C1ON=C(NC=O)O1,N=C1N=C(O)OC(=N)O1,16,6
[NH][C@@H]1ON=C(O1)C1CC1,N=C1ON=C(O1)C1CC1,N=C1OC=C(O1)N1C1C1C1,17,4
[NH][C@H]1ON=C(O1)[C@H]1CN1,N=C1ON=C(O1)C1CN1,N=C1NC(=N1)OC1C1C=O,17,9
[NH][C@@H]1ON=C(O1)[C@H]1CO1,N=C1ON=C(O1)C1CO1,N=C1ON=C(O1)C1CO1,17,0
[NH][C@@H]1ON=C(O1)N1CC1,N=C1ON=C(O1)N1CC1,N=C1NC(=N1)OC1C1C1C#N,17,10
[NH][C@@H]1OC(=NO1)OC=O,N=C1ON=C(OC=O)O1,N=C1ON=C(O)O1C=O,16,6
[NH][C@H]1ON=C2N1CC=C2,N=C1ON=C2C=CCN12,N=C1N=C2C(C=N1)C=O,16,7
[NH][C@H]1ON=C2N1C=CC2,N=C1ON=C2CC=CN12,N=C1N=C2C(C=N1)C=O,16,7
[NH][C@H]1ON=C2N1CCC2,N=C1ON=C2CCCN12,N=C1NC2=CNC1C2,15,6
[NH][C@H]1ON=C2N1CCN2,N=C1ON=C2NCCN12,N=C1NN=C2C(CN1)C=O,15,7
[NH][C@@H]1ON=C2N1CCO2,N=C1ON=C2OCCN12,N=C1NC2=C(OCN1)C=O,15,9
[NH][C@H]1ON=CN1C1CC1,N=C1ON=CN1C1CC1,N=C1NN=CN1C1CC1C1C1C1C1C1C=O,15,14
[NH][C@@H]1ON=CN1CC#C,N=C1ON=CN1CC#C,N=C1N=COC=C1C#N,14,6
[NH][C@@H]1ON=CN1CC#N,N=C1ON=CN1CC#N,N=C1NN=C(C#N)O1C,14,8
[NH][C@@H]1ON=CN1CC=O,N=C1ON=CN1CC=O,N=C1N=C(O)N=C1CO,14,7
[NH]c1c[nH]c(=O)o1.N#N,N=C1ON=NC(=O)N=C1,N=C1N=NOC(=N)O1,17,6
[NH][C@@H]1ON=NN1C1CC1,N=C1ON=NN1C1CC1,N=C1NN=CN1CC1C1C=O,15,6
[NH][C@H]1ON=NN1CC#C,N=C1ON=NN1CC#C,N=C1NN=CO1C#C,14,4
[NH][C@H]1ON=NN1CC#N,N=C1ON=NN1CC#N,N=C1NN=NO1C#N,14,3
[NH][C@H]1ON=NN1CC=O,N=C1ON=NN1CC=O,N=C1N=NOC=N1C=O,14,5
[NH][C@H]1OC(=NO1)NC=N,N=CNC1=NOC(=N)O1,N=C1N=NOC(=N)N1C=O,16,7
[NH][CH]OC1=NN[C@@H](N1)[NH],N=COC1=NNC(=N)N1,N=C1NN=C(C)N1C=N,16,9
[NH][CH]OC1=NO[C@@H](O1)[NH],N=COC1=NOC(=N)O1,N=C1ON=C(O)O1,16,6
NC(=N)c1oncc1N,NC(=N)C1=C(N)C=NO1,NC1=NC(=N)N=CN1C=N,18,10
NC(=N)c1onnc1N,NC(=N)C1=C(N)N=NO1,NC1=NNC(=N)C(N)=N1,18,7
NC(=N)c1nn[nH]c1N,NC(=N)C1=C(N)NN=N1,NC1=NNC(=N)N=C1N,18,8
NC(=N)c1nnoc1N,NC(=N)C1=C(N)ON=N1,NC1=NNC(=N)C(N)=N1,18,7
Nc1noc(c1)C(=N)N,NC(=N)C1=CC(N)=NO1,NC1=NC(N)=C(N)C(=N)O1,18,9
NC(=N)c1cc(no1)O,NC(=N)C1=CC(O)=NO1,NC1=NC(=N)C(O1)=N,18,8
NC(=N)c1cncnn1,NC(=N)C1=CN=CN=N1,NC1=NC(=N)N=CN1C2,17,8
NC(=N)c1cnncn1,NC(=N)C1=CN=NC=N1,NC1=NC(=N)N=CN1C2,17,9
NC(=N)c1cnnnn1,NC(=N)C1=CN=NN=N1,NC1=NNC(=N)N=N1,17,6
NC(=N)c1conc1N,NC(=N)C1=CON=C1N,NC1=NC(=N)N=CN1C=N,16,8
NC(=N)c1conc1O,NC(=N)C1=CON=C1O,NC1=NC(=N)C(O1)=N,16,11
Nc1noc(n1)C(=N)N,NC(=N)C1=NC(N)=NO1,NC1=NC(N)=NC(N)=N1,18,6
NC(=N)c1nc(no1)O,NC(=N)C1=NC(O)=NO1,NC1=NC(=N)C(O)=N1,18,5
NC(=N)c1nccnn1,NC(=N)C1=NC=CN=N1,NC1=NC(=N)N=CN1C2,17,8
NC(=N)c1ncnnn1,NC(=N)C1=NC=NN=N1,NC1=NNC(=N)N=N1,17,6
NC(=N)c1n[nH]c(n1)N,NC(=N)C1=NNC(N)=N1,NC1=NNC(=N)C(N)=N1,18,4
NC(=N)c1n[nH]c(n1)O,NC(=N)C1=NNC(O)=N1,NC1=NC(N)=NC(N)O1,18,9
NC(=N)c1n[nH]cc1N,NC(=N)C1=NNC=C1N,NC1=NC(=N)N=CN1C2,16,8
NC(=N)c1n[nH]nc1N,NC(=N)C1=NNN=C1N,NC1=NNC(=N)N=C1N,16,4
NC(=N)c1n[nH]nc1O,NC(=N)C1=NNN=C1O,NC1=NNC(=N)C(N)=N1,16,9
[NH][C@H]1ON=C(O1)C(=N)N,NC(=N)C1=NOC(=N)O1,NC1=NC(=N)N=C(O)O1,18,8
NC(=N)c1noc(=O)o1,NC(=N)C1=NOC(=O)O1,NC1=NC(=N)C(O)=N1,18,7
Nc1onc(c1)C(=N)N,NC(=N)C1=NOC(N)=C1,NC1=NC(N)=C(N)C(=N)O1,18,11
Nc1onc(n1)C(=N)N,NC(=N)C1=NOC(N)=N1,NC1=NC(N)=NC(N)=N1,18,6
NC(=N)c1nocc1N,NC(=N)C1=NOC=C1N,NC1=NC(=N)N=CN1C=N,16,8
NC(=N)c1nonc1N,NC(=N)C1=NON=C1N,NC1=NNC(=N)C(N)=N1,16,9
NC(=N)Cc1nnn[nH]1,NC(=[NH2+])CC1=N[N-]N=N1,NC1=NNC(=N)N=C1N,24,15
NC(=N)n1cn[nH]c1=O,NC(=N)N1C=NNC1=O,NC1=NC(=N)N=C(N)O1,16,10
NC(=N)n1cnoc1=O,NC(=N)N1C=NOC1=O,NC1=NC(=N)N=C(O)O1,16,11
NC(=N)n1nc[nH]c1=O,NC(=N)N1N=CNC1=O,NC1=NC(=N)N=C(N)O1,16,10
NC(=N)n1ncoc1=O,NC(=N)N1N=COC1=O,NC1=NC(=N)N=C(O)O1,16,10
NC(=N)n1nn[nH]c1=O,NC(=N)N1N=NNC1=O,NC1=NNC(=N)N=N1,16,9
NC(=N)N1N=NO[C@@H]1[NH],NC(=N)N1N=NOC1=N,NC1=NNC(=N)N=N1,16,8
NC(=N)n1nnoc1=O,NC(=N)N1N=NOC1=O,NC1=NNC(=N)O1=N,16,7
[N][N][CH]C(=O)NC(=N)N,NC(=N)NC1=CN=NO1,NC1=NC(=N)N=C(N)O1,16,9
NC(=N)Nc1ncno1,NC(=N)NC1=NC=NO1,NC1=NNC(=N)C(N)=N1,16,8
NC(=N)Nc1n[nH]nn1,NC(=N)NC1=NNN=N1,NC1=NNC(=N)N=NN1,16,5
NC(=N)Nc1nocn1,NC(=N)NC1=NOC=N1,NC1=NNC(=N)C(N)=N1,16,7
NC(=N)Nc1nonn1,NC(=N)NC1=NON=N1,NC1=NNC(=N)N=NN1,16,5
NC(=N)Oc1cnn[nH]1,NC(=[NH2+])OC1=CN=N[N-]1,NC1=NNC(=N)C(N)=N1,24,15
NC(=N)Oc1cnno1,NC(=N)OC1=CN=NO1,NC1=NC(=N)N=C(O1)O,16,10
NC(=N)Oc1ncn[nH]1,NC(=[NH2+])OC1=NC=N[N-]1,NC1=NNC(=N)C(N)=N1,24,14
NC(=N)Oc1ncno1,NC(=N)OC1=NC=NO1,NC1=NC(=N)N=C(O1)O,16,10
NC(=N)Oc1n[nH]cn1,NC(=N)OC1=NNC=N1,NC1=NNC(=N)C(N)=N1,16,8
NC(=N)Oc1n[nH]nn1,NC(=N)OC1=NNN=N1,NC1=NNC(=N)N=N1,16,5
NC(=N)Oc1nocn1,NC(=N)OC1=NOC=N1,NC1=NC(=N)N=C(O1)O,16,11
NC(=N)Oc1nonn1,NC(=N)OC1=NON=N1,NC1=NNC(=N)O1=N,16,7
[NH][C@H]1ON=C(O1)C(=O)N,NC(=O)C1=NOC(=N)O1,NC1=NC(=N)OC(=O)O1,18,6
[NH][C@H]1NN=CN1C(=O)N,NC(=O)N1C=NNC1=N,N=C1N=NNC(=N)N1C=O,16,11
NC(=O)N1C=NO[C@H]1[NH],NC(=O)N1C=NOC1=N,N=C1N=NOC(=N)N1C=O,16,11
[NH][C@@H]1NC=NN1C(=O)N,NC(=O)N1N=CNC1=N,N=C1NN=NC(C=O)=N1,16,11
NC(=O)N1N=CO[C@H]1[NH],NC(=O)N1N=COC1=N,N=C1N=NOC(=N)N1C=O,16,12
[NH][C@@H]1NN=NN1C(=O)N,NC(=O)N1N=NNC1=N,NC1=NNC(=N)N=N1,16,9
NC(=O)N1N=NO[C@@H]1[NH],NC(=O)N1N=NOC1=N,N=C1N=NOC(=N)N1,16,9
NC(=N)Nc1ccn[nH]1,NC(N)=[NH+]C1=CC=N[N-]1,NC1=NC(=N)N=CN1C2,23,16
NC1(CC1)c1cnn[nH]1,[NH3+]C1(CC1)C1=CN=N[N-]1,N=C1NC=C(C1)C(N1)C=N,25,17
NC1(CC1)c1nnn[nH]1,[NH3+]C1(CC1)C1=N[N-]N=N1,N=C1NN=C(C1)C1C(N1)C=N,25,16
[O][C][C](C(=O)N)N.N#N,NC1=C(N)C(=O)N=NO1,NC1=C(N=NO)N=C1)C#N,18,10
N[C](C(=O)O)C(=N)[N][N],NC1=C(O)ON=NC1=N,NC1=C(NC(=O)N=NO1,16,8
OC1=NNC(=C(C1)N)[NH],NC1=CC(O)=NNC1=N,NC1=NC(=N)N=C(O)C1,16,10
[N][N]C1=C[C](NC1=O)N,NC1=CC2=C(N1)ON=N2,N=C1NC2=C1N=C2ON=N2,18,7
[N][N]C1=C[C](OC1=O)N,NC1=CC2=C(ON=N2)O1,N=C1ON=C2C1C(O2)=N2,18,11
[N][N]C1=C(N)[CH]NC1=O,NC1=CNC2=C1N=NO2,N=C1N=C2N=C(C=N1)N=O2,16,9
[N][N]C1=C(N)[CH]OC1=O,NC1=COC2=C1N=NO2,N=C1ON=C2C(O1)C=N2,16,10
[N][N][C]1CC(=NC1=O)N,NC1=NC2=C(C1)N=NO2,N=C1NC2=C1N=C2ON=N2,18,8
[N][N][C]1N=C(CC1=O)N,NC1=NC2=C(C1)ON=N2,N=C1NC2=C1N=C2ON=N2,18,7
[N][N][C]1OC(=NC1=O)N,NC1=NC2=C(O1)N=NO2,N=C1NC2=C(ON=N2)N1,18,8
[N][N][C]1N=C(OC1=O)N,NC1=NC2=C(ON=N2)O1,N=C1NC2=C(ON=N2)N1,18,3
[N][N][C]1C(=NCC1=O)N,NC1=NCC2=C1N=NO2,N=C1NC2=C1N=C2ON=N2,16,8
[N][N][C]1CN=C(C1=O)N,NC1=NCC2=C1ON=N2,N=C1NC2=C1N=C2ON=N2,16,7
[NH][C@H]1NC(=NN1C=O)N,NC1=NN(C=O)C(=N)N1,N=C1N=NNC(=N)N1C=O,18,10
[NH][C@H]1OC(=NN1C=O)N,NC1=NN(C=O)C(=N)O1,N=C1N=NOC(=N)N1C=O,18,11
NC1=NNC(=C(C1)N)[NH],NC1=CC(N)=NNC1=N,NC1=NC(N)=C(N)N=C1,16,7
N[C@@H]1NN=C(C(=N1)N)[NH],NC1=NC(N)=[NH+][N-]C1=N,NC1=NNC(=N)N=C(N)N1,23,13
NC1=NNC(=C(C1)O)[NH],NC1=NNC(=N)C(O)=C1,NC1=NC(=N)N=C(O)C1,18,4
O=CN1[C@@H]([NH])NN=C1N,NC1=NNC(=N)N1C=O,NC1=NNC(=N)N=C1=N,16,3
[NH]C1=C[C@H](O)NN=C1N,NC1=NNC(O)=CC1=N,N=C1N=C(N1)C=NC(O)=C1,16,11
O[C@@H]1NN=C(C(=N1)[NH])N,NC1=NNC(O)=NC1=N,NC1=NC(=N)N=C(O)N1,16,9
[N][N]C1C(N)NNC1=O,NC1=NNC2=C1N=NO2,NC1=NC2=NC1N=NO2,16,2
O=CN1[C@@H]([NH])ON=C1N,NC1=NOC(=N)N1C=O,N=C1N=NOC(=N)N1,16,5
[N][N][C]1C(=NOC1=O)N,NC1=NOC2=C1N=NO2,N=C1NC2=C(ON=N2)N1,16,9
[NH3][C@@H]1C=Cc2c1[nH]nn2,[NH3+][C-]1C=CC2=C1NN=N2,N=C1N=C2C3C1C2=C3N1,24,16
[N][N]C1=CC=C(C1=O)[NH3],[NH3+][C-]1C=CC2=C1ON=N2,N=C1N=C2C=C(O1)C=N2,24,15
N[C@H]1Cn2c1c(O)cn2,[NH3+]C1CN2N=CC([O-])=C12,N=C1NC2=C(C2)O1,25,16
C1Oc2c([CH]1)[nH]nn2.N,[NH3+]C1COC2=C1N=N[N-]2,NC1=C2N=C(N1)C(N=O2)CN1,23,19
[N][N][C]1[C@@H](N)COC1=O,NC1COC2=C1N=NO2,N=C1NC2=C(O1)C(N)=NO2,15,9
[NH2]=CN[C]1NN=CC1=O,NC=[NH+]C1=C([O-])C=NN1,N=C1N=C2N=C(N1)C=O2,23,15
[CH]1NN=C(C1=O)NC=[NH2],NC=[NH+]C1=NNC=C1[O-],N=C1N=C2N=C(N1)C=CO,21,16
NC=NC1=NO[C@@H](O1)[NH],NC=NC1=NOC(=N)O1,N=C1N=NOC(=N)N1,16,4
[CH2]C#Cc1c[nH]nn1.N,[NH3+]CC#CC1=CN=N[N-]1,N=C1N=CNC2=C1C#C,22,17
[CH2]C#Cc1nnc[nH]1.N,[NH3+]CC#CC1=NC=N[N-]1,N=C1N=CNC2=C1C#C,22,17
NC[C@@H](c1nnn[nH]1)[NH3],NC(C[NH3+])C1=N[N-]N=N1,NC1=NNC(=N)C(N)=N1,23,14
NC[C@H](c1nnc[nH]1)O,[NH3+]CC(O)C1=NC=N[N-]1,NC1=C(NC=N1)C(O)=N1,23,17
NC[C@H](c1nnn[nH]1)O,[NH3+]CC(O)C1=N[N-]N=N1,NC1=NC(=N)N=C(O1)N,23,18
NCc1[nH]nnc1C#N,[NH3+]CC1=C(N=N[N-]1)C#N,N=C1NN=CNN1C#C,24,15
NCc1[nH]nnc1C#C,[NH3+]CC1=C([N-]N=N1)C#C,N=C1N=CNN=C1C#C,24,13
NCc1[nH]nnc1C#N,[NH3+]CC1=C([N-]N=N1)C#N,N=C1NN=CNN1C#C,24,15
NCc1[nH]nc(c1O)N,NC1=NNC(C[NH3+])=C1[O-],NC1=NC(=N)N=C1CNC=O,23,13
C=C1ON=C(C1=O)N.N,NC1=NOC(C[NH3+])=C1[O-],NC1=C(NC([O-])=NC([NH3+])O1,23,17
NCc1[nH]nc(c1O)O,[NH3+]CC1=C([O-])C(O)=NN1,NC1=C(O)N=CNC1=O,25,16
C=C1ON=C(C1=O)O.N,[NH3+]CC1=C([O-])C(O)=NO1,NC1=C([NH3+])C([O-])=OC(O)O1,25,14
O=C1ON=C(C1=C)N.N,NC1=NOC([O-])=C1C[NH3+],NC1=C(NC([O-])=NC([NH3+])O1,23,9
NCc1c(O)noc1O,[NH3+]CC1=C([O-])ON=C1O,NC1=C(O)OC(=N)O1,23,14
NCc1cc(=O)cn[nH]1,[NH3+]CC1=CC(=O)C=N[N-]1,N=C1NC=C(C=N1)C=CO2,24,17
NCc1cc(=O)nn[nH]1,[NH3+]CC1=CC(=O)N=N[N-]1,NC1=C(N=NC=N1)C(O)=CN1,24,18
NCc1cnncc1O,[NH3+]CC1=C[N-]N=CC1=O,N=C1N=CNC=C(C=N1)C=C1,22,17
NCc1cnnnc1O,[NH3+]CC1=C[N-]N=NC1=O,N=C1NN=CN=C(C1)C=N1,22,16
NCC1NNNC(N1)[NH],[NH3+]CC1=NC(=N)N=N[N-]1,NC1=NNNC(=N)N1C(N)=N,24,14
[NH][C][N]C(=O)CN.N#N,NCC1=NC(=N)N=NO1,NC1=NC(=N)N=NO1,16,1
NCc1nnc([nH]1)C#N,[NH3+]CC1=NC(=N[N-]1)C#N,N=C1NN=C(N1)C#N,24,13
NCc1nncc(=O)[nH]1,[NH3+]CC1=NC(=O)C=N[N-]1,NC1=C(N=NC=N1)C(O)=CN1,24,16
NCc1nnnc(=O)[nH]1,[NH3+]CC1=NC(=O)N=N[N-]1,NC1=NC(=N)N=C(O1)N,24,13
NCC(=O)N=C=O.N#N,NCC1=NC(=O)N=NO1,NC(=N)NC(=O)N1C#N,16,8
NCc1[nH]nc(n1)C#C,[NH3+]CC1=N[N-]C(=N1)C#C,N=C1NC(=N1)C#C,24,11
NCc1[nH]nc(n1)C#N,[NH3+]CC1=N[N-]C(=N1)C#N,N=C1NN=C(N1)C#N,24,11
NCc1n[nH]c(c1O)O,[NH3+]CC1=NNC(O)=C1[O-],NC1=C(O)N=CNC1=O,23,14
NC[C]1NN=C[CH]C1=O,[NH3+]CC1=N[N-]C=CC1=O,N=C1N=CC=C2C1O,22,13
NCc1nncnc1O,[NH3+]CC1=N[N-]C=NC1=O,N=C1NN=CN=C(C1)C=N1,22,16
NCC1NNNCC1[NH],[NH3+]CC1=N[N-]N=CC1=N,N=C1NNN=CN1C=CN1C,22,15
NCc1nnncc1O,[NH3+]CC1=N[N-]N=CC1=O,N=C1NN=CN=C(C1)C=N1,22,15
NC[C@@H]1NN=NN=C1[NH],[NH3+]CC1=N[N-]N=NC1=N,N=C1NN=NNC1=N,22,11
NC[C]1N[N]N=NC1=O,[NH3+]CC1=N[N-]N=NC1=O,N=C1N=NC2=C(N1)N=NO2,22,16
NCc1noc(c1O)N,NC1=C([O-])C(C[NH3+])=NO1,NC1=NC(N=N)C(O1)C=N,25,15
NCc1noc(c1O)O,[NH3+]CC1=NOC(O)=C1[O-],NC1=C(O)OC(=N)O1,23,15
NCCc1oncc1O,[NH3+]CCC1=C([O-])C=NO1,N=C1NC=C(O1)C=CO1,23,12
NCCc1nn[nH]c1O,[NH3+]CCC1=C([O-])NN=N1,N=C1NN=C(C=N1)C=CO1,23,16
NCCc1cnoc1O,[NH3+]CCC1=C([O-])ON=C1,N=C1NC=C(O1)C=CO1,23,14
NCCc1nnoc1O,[NH3+]CCC1=C([O-])ON=N1,N=C1NC=C(O1)C=NO2,23,15
NCC[C@H]1NN=C(O1)[NH],[NH3+]CCC1=N[N-]C(=N)O1,NC1=CNC(=N)N1C=O,23,14
NCCC(=O)NN=C=O,[NH3+]CCC1=N[N-]C(=O)O1,NC(=N)NC(=O)CC=O,23,15
NCCc1nnc([nH]1)O,[NH3+]CCC1=N[N-]C(O)=N1,NC1=C(NC=N1)C(N)C=N1,23,14
NCCc1noc(=O)[nH]1,[NH3+]CCC1=NOC([O-])=N1,NC1=C(NC=N1)OC=C2,23,17
NCCc1nocc1O,[NH3+]CCC1=NOC=C1[O-],N=C1NC=C(O1)C=CO1,21,14
NCCc1nonc1O,[NH3+]CCC1=NON=C1[O-],N=C1NC=C(O1)C=NO2,21,15
NCCN=c1ocn[nH]1,[NH3+]CCN=C1[N-]N=CO1,N=C1NN=CNC=C1C2,21,15
NCCN=c1onn[nH]1,[NH3+]CCN=C1[N-]N=NO1,N=C1NN=CNC2=C1CN=N,21,15
NCCOc1cnn[nH]1,[NH3+]CCOC1=CN=N[N-]1,N=C1NN=C(C=N1)C=CO1,21,16
NCCOc1nnc[nH]1,[NH3+]CCOC1=NC=N[N-]1,N=C1NN=C(C=N1)C=CO1,21,16
O=C[C@H]1C=CC=C1[N][N],O1C=C2C=CC=C2N=N1,C1C2C3N=C1OC=N2,17,9
[N][N]c1[nH]ccc1C=O,O1C=C2C=CN=C2N=N1,N=C1N=C2C=C1O2=C2,17,10
[N][N]c1c[nH]cc1C=O,O1C=C2C=NC=C2N=N1,N=C1N=C2C=C1O2=C2,17,10
[N][N]c1cc[nH]c1C=O,O1C=C2N=CC=C2N=N1,N=C1N=C2C=C1O2=C2,17,10
[N][N]c1nc[nH]c1C=O,O1C=C2N=CN=C2N=N1,N=C1N=C2C=C(N1)N=N2,17,10
[O][N]c1c[nH]cc1N=[N],O1N=NC2=CN=CC2=N1,N=C1N=C2N=C2O1,17,9
[N][N][CH]C1=NC=CC1=O,O1N=NC=C2N=CC=C12,N=C1N=C2C=C1O2,17,8
[N][N][CH]C1=NC=NC1=O,O1N=NC=C2N=CN=C12,N=C1N=C2C=C1ON=N2,17,10
[O][C][CH]C(=O)C#C.N#N,O=C1C=C(ON=N1)C#C,N=C1OC=C(C#N)C1C,17,7
[O][C][CH]C(=O)C#N.N#N,O=C1C=C(ON=N1)C#N,N=C1ON=C(C=O)N=N1,17,10
[N][N][C]1C(=O)C=CC1=O,O=C1C=CC2=C1N=NO2,N=C1OC2=C2=C3C1O2,17,8
[N][N]C1=C[CH]C(=O)C1=O,O=C1C=CC2=C1ON=N2,N=C1OC=C2=C(O1)C=N2,17,7
O=C1C=COC1=O.N#N,O=C1C=CON=NC1=O,N=C1ON=C(O1)C=O,15,8
O=C1C=NOC1=O.N#N,O=C1C=NON=NC1=O,N=C1ON=NOC=C1=O,15,5
[N][N][C]1CC(=O)NC1=O,O=C1CC2=C(N1)ON=N2,N=C1ON=C2C1C(O2)=N2,18,10
[N][N][C]1C(=O)CCC1=O,O=C1CCC2=C1N=NO2,N=C1OC2=C2C3C1O2,16,8
O=CN=C=O.N#N.[C]=O,O=C1N=CON=NC1=O,N=C1ON=NC(O)=NO1,15,8
O=C=NC(=O)C#C.N#N,O=C1N=NOC(=N1)C#C,NC(=[NH2+])C#NC([O-])=O)C#N,17,20
O=C=NC(=O)C#N.N#N,O=C1N=NOC(=N1)C#N,NC(=N)N1=COC#N,17,10
[O][C][C](C#C)C=O.N#N,O=C1N=NOC=C1C#C,N=C1OC=C(C#N)C1)C,15,10
O=c1c(ccn[nH]1)C#N,O=C1N=NOC=C1C#N,N=C1N=C(O1)C=NC#C,15,8
[O][C]C(=N[O])C#N.N#N,O=C1N=NON=C1C#N,N=C1N=C(ON=N=N1)C#N,15,7
O=NN=C=O.N#N.[C]=O,O=C1N=NON=NC1=O,N=C1N=NON=NC(O)=N1,15,6
[N][N][C]1NC(=O)NC1=O,O=C1NC2=C(N1)N=NO2,N=C1NC2=C(ON=N2)N1,18,8
[N][N][C]1OC(=O)NC1=O,O=C1NC2=C(O1)N=NO2,N=C1ON=C2=C(O1)N=NO2,18,3
[N][N][C]1NC(=O)OC1=O,O=C1NC2=C(ON=N2)O1,N=C1ON=C2=C(O1)N=NO2,18,8
[N][N][C]1C(=O)CNC1=O,O=C1NCC2=C1N=NO2,N=C1ON=C2C1C(O2)=N2,16,10
[N][N][C]1OC(=O)OC1=O,O=C1OC2=C(O1)N=NO2,OC1=C2ON=C(O1)O2,18,7
[N][N][C]1C(=O)COC1=O,O=C1OCC2=C1N=NO2,N=C1OC2=C(O1)C=NO2,16,6
O=C=N[C@@H]1OC1=O.N#N,O=C1ON=NC(=O)N=C1,N=C1ON=NOC=C1=O,17,8
[O][C][CH]C(=O)C=O.N#N,O=CC1=CC(=O)N=NO1,N=C1OC=C(O)C=NO1,17,6
[O][C][C](C=O)C=O.N#N,O=CC1=CON=NC1=O,N=C1OC=C(O1)C=NO2,15,11
O=C=NC(=O)C=O.N#N,O=CC1=NC(=O)N=NO1,NC(=[NH2+])NC([O-])=O)C=O,17,18
[O][C]C(=N[O])C=O.N#N,O=CC1=NON=NC1=O,N=C1ON=C(O)C=NO1,15,11
N[C@H]1NN=[C]N1.O=C=O,[O-]C(=O)C1=NNC(=[NH2+])N1,N=C1N=NOC=N1C=O,26,19
[NH2]=CN[C]1NN=CC1=O,[O-]C1=C(NC=[NH2+])NN=C1,N=C1N=C2N=C(N1)C=O2,24,17
[N][N]C1=C[C](NC1=O)O,OC1=CC2=C(N1)ON=N2,N=C1ON=C2C1C(O2)=N2,18,11
[NH][C@@H]1NC(=NN1C=O)O,OC1=NN(C=O)C(=N)N1,N=C1N=NOC(=N)N1,18,8
[NH][C@@H]1OC(=NN1C=O)O,OC1=NN(C=O)C(=N)O1,N=C1N=C(O)OC(=N)O1,18,7
[NH][C@@H]1N[N]C(=C(N1)[NH])O,OC1=NNC(=N)NC1=N,NC1=NC(=N)N=C(O)N1,16,7
[N][N][C]1[C@@H](O)CCC1=O,OC1CCC2=C1N=NO2,CC1C2C1OC1=N2,15,6
